sim_id,persona,archetype_id,category,question,coverage,source_docs
9538,Solo Scout,Q056,Support,How do I report wrong object classification?,partial,architecture/04-entity-resolution.md
9539,Tribe Member,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
9540,Tribe Officer,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9541,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9542,Tribe Officer,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9543,Hauler,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9544,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9545,Developer / Maintainer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9546,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
9547,Hauler,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9548,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9549,Hauler,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9550,New Player,Q057,Support,Can I transfer private notes to another character?,gap,architecture/03-viewer-context.md
9551,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9552,Intel Analyst,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
9553,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9554,New Player,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
9555,New Player,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9556,Developer / Maintainer,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
9557,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9558,Solo Scout,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
9559,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9560,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9561,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9562,Solo Scout,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
9563,Hauler,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9564,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9565,Hauler,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
9566,Solo Scout,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9567,Tribe Member,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9568,Solo Scout,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9569,New Player,Q058,Support,What happens if my tribe changes?,gap,architecture/03-viewer-context.md; phases/phase-08-tribe-vault.md
9570,Tribe Member,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
9571,Tribe Member,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
9572,Solo Scout,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9573,Tribe Officer,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9574,Tribe Officer,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9575,New Player,Q054,Support,What if access code login fails?,partial,architecture/03-viewer-context.md
9576,Builder / Operator,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
9577,New Player,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
9578,Solo Scout,Q025,Local First,What happens if I lose connection while in-game?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9579,New Player,Q053,Support,How do I recover lost local drafts?,partial,phases/phase-06-local-first-sync.md
9580,Hauler,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9581,Solo Scout,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
9582,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9583,Solo Scout,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9584,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9585,Solo Scout,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9586,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9587,Tribe Member,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
9588,Intel Analyst,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9589,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9590,New Player,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9591,Builder / Operator,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
9592,Hauler,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9593,Builder / Operator,Q040,Developer,Why Vite/React instead of Next.js?,yes,decisions/ADR-001-stack-choice.md
9594,Hauler,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9595,Intel Analyst,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9596,Hauler,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9597,Tribe Member,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9598,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9599,Developer / Maintainer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9600,Solo Scout,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9601,Builder / Operator,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9602,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9603,Intel Analyst,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9604,Tribe Officer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
9605,New Player,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
9606,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9607,Solo Scout,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9608,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9609,Tribe Officer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9610,Builder / Operator,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
9611,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9612,Intel Analyst,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
9613,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9614,Hauler,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9615,Developer / Maintainer,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
9616,Tribe Member,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9617,Hauler,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
9618,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9619,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9620,Solo Scout,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9621,Tribe Member,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
9622,Tribe Member,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
9623,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9624,Builder / Operator,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9625,Tribe Member,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9626,Tribe Member,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9627,New Player,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9628,New Player,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9629,Hauler,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
9630,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9631,Hauler,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9632,New Player,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
9633,Builder / Operator,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
9634,New Player,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
9635,Intel Analyst,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
9636,Hauler,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9637,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9638,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9639,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9640,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9641,Solo Scout,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9642,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9643,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9644,Hauler,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
9645,Solo Scout,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9646,Tribe Officer,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
9647,New Player,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9648,Solo Scout,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
9649,Builder / Operator,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
9650,Tribe Officer,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
9651,Tribe Officer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9652,Developer / Maintainer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9653,New Player,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9654,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
9655,Developer / Maintainer,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9656,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9657,New Player,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9658,Developer / Maintainer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
9659,New Player,Q058,Support,What happens if my tribe changes?,gap,architecture/03-viewer-context.md; phases/phase-08-tribe-vault.md
9660,Tribe Officer,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9661,Developer / Maintainer,Q025,Local First,What happens if I lose connection while in-game?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9662,Solo Scout,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9663,New Player,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9664,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9665,Builder / Operator,Q040,Developer,Why Vite/React instead of Next.js?,yes,decisions/ADR-001-stack-choice.md
9666,Builder / Operator,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9667,Hauler,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9668,Builder / Operator,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9669,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9670,Tribe Member,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9671,Tribe Officer,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9672,Tribe Member,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
9673,New Player,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9674,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9675,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9676,Builder / Operator,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
9677,Tribe Officer,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9678,Builder / Operator,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
9679,Tribe Member,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
9680,Developer / Maintainer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9681,Tribe Member,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9682,Solo Scout,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
9683,New Player,Q054,Support,What if access code login fails?,partial,architecture/03-viewer-context.md
9684,Tribe Member,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9685,Builder / Operator,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9686,Intel Analyst,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9687,Tribe Member,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9688,New Player,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9689,Builder / Operator,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9690,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9691,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
9692,Builder / Operator,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
9693,Tribe Member,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9694,Tribe Officer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9695,Tribe Officer,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9696,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9697,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
9698,Developer / Maintainer,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
9699,Builder / Operator,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9700,Tribe Member,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9701,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9702,Solo Scout,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
9703,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9704,Builder / Operator,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
9705,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9706,Developer / Maintainer,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
9707,Tribe Officer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9708,New Player,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9709,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9710,Developer / Maintainer,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9711,Hauler,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9712,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9713,Tribe Officer,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9714,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9715,Builder / Operator,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
9716,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9717,Developer / Maintainer,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
9718,Tribe Member,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
9719,Hauler,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9720,Solo Scout,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9721,Builder / Operator,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9722,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
9723,Tribe Member,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
9724,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
9725,New Player,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9726,Tribe Officer,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
9727,New Player,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9728,New Player,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
9729,Intel Analyst,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9730,Tribe Member,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9731,Hauler,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9732,Tribe Officer,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9733,Tribe Member,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9734,Hauler,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9735,Builder / Operator,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
9736,Builder / Operator,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
9737,Builder / Operator,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9738,Builder / Operator,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9739,Solo Scout,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9740,New Player,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9741,Builder / Operator,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9742,Builder / Operator,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9743,Hauler,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9744,Solo Scout,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
9745,New Player,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
9746,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9747,Hauler,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9748,Tribe Member,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
9749,Builder / Operator,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
9750,New Player,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
9751,Developer / Maintainer,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9752,Hauler,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9753,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9754,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9755,New Player,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
9756,Intel Analyst,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9757,Hauler,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9758,Builder / Operator,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
9759,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9760,Hauler,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9761,Developer / Maintainer,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
9762,Developer / Maintainer,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
9763,Developer / Maintainer,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
9764,Builder / Operator,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
9765,New Player,Q056,Support,How do I report wrong object classification?,partial,architecture/04-entity-resolution.md
9766,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9767,Hauler,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
